filename,bucket,grade_semester,renjiao_hint,safety,beishida_unit,confidence,rule_id,audit_note,chars
7373197968972746010.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",255
7373485092313828658.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1102
7373520356457336101.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1292
7373578251588914442.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7373643714943667495.md,keep,4下,内容审查→4下（得分9·六上簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 9, '6shang': 5, '1shang': 0}",1515
7373885406070328613.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1266
7373992325762010378.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7374032915350490422.md,keep,4上,内容审查→4上（得分5·方程/倒推簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 4, '2shang': 1}",1783
7374219238040505650.md,keep,4上,内容审查→4上（得分7·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '6shang': 1, '1shang': 0}",1238
7374303256098393381.md,keep,4下,内容审查→4下（得分5·小数簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",1392
7374358361497799974.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7374586895201848626.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '5shang': 1, '6shang': 1}",1760
7374730992243821862.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7374993282989903140.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1827
7375093257501412662.md,keep,3下,内容审查→3下（得分1）,绿,,low,content-audit-douyin,"top_scores={'3xia': 1, '1shang': 0, '1xia': 0}",1433
7375327734073003301.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",2663
7375552513610698003.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",812
7375700912985099529.md,keep,4下,内容审查→4下（得分10·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 10, '1shang': 0, '1xia': 0}",889
7375885529147100479.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '5shang': 1, '6shang': 1}",1231
7376121115795672383.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1900
7376214345073626377.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7376229468270054682.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7376269444462562601.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1350
7376620750326828326.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1631
7376628131412675879.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2173
7376853085487926555.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1975
7376878794671492406.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '6shang': 1, '1shang': 0}",1540
7376975177378270518.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '3shang': 1}",2105
7377212531657411849.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7377218423438265612.md,keep,4上,内容审查→4上（得分5·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '1shang': 0}",1434
7377257777326083347.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '1shang': 0}",1850
7377292670634298651.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7377588068179660041.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1500
7377699002675957019.md,keep,4上,内容审查→4上（得分3）,绿,,medium,content-audit-douyin,"top_scores={'4shang': 3, '6shang': 1, '1shang': 0}",1726
7377938138603343143.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1259
7377972368565734666.md,keep,4上,内容审查→4上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 4, '3xia': 1}",1648
7378278842181389579.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1541
7378401398037269797.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1338
7378692303742930188.md,keep,4下,内容审查→4下（得分4·三上簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'3shang': 4, '4xia': 4, '3xia': 1}",980
7378752142741425420.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1130
7379085905107160370.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '6shang': 1, '1shang': 0}",1981
7379167932691008780.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1842
7379445910062861618.md,keep,4上,内容审查→4上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 4, '3xia': 1}",1412
7379596704095554867.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2268
7379825417781251382.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1915
7379924924326022436.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",2570
7380217633905413414.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '1shang': 0, '1xia': 0}",1681
7380361202301488394.md,shell,,,N/A,,high,shell-empty,空壳遗留,151
7380615798085258534.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1916
7380894031791820083.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",1214
7380974814355410217.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1724
7381312486156356902.md,keep,4上,内容审查→4上（得分7·小数簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '4xia': 5, '5shang': 1}",1716
7381450674019519794.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '6shang': 1, '1shang': 0}",1370
7381640783834778917.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '1shang': 0, '1xia': 0}",1129
7381676409783176458.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '1shang': 0, '1xia': 0}",540
7381838457263410444.md,keep,4下,内容审查→4下（得分4·方程/倒推簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'4xia': 4, '4shang': 1, '6shang': 1}",2051
7382048844093181203.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1925
7382147960999546131.md,keep,4下,内容审查→4下（得分5·小数簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",1689
7382517995391700233.md,keep,3上,应用题·跨月天数,绿,七_年月日,high,hard-3shang-baozhiqi,,1106
7382569083042041098.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1414
7382825171897306405.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '3shang': 4}",1966
7382944095917935883.md,keep,5上,内容审查→5上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 6, '6shang': 6, '4shang': 5}",1600
7383154348034936114.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1328
7383307624315358473.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 5, '1shang': 0}",1274
7383507758055722294.md,keep,5上,内容审查→5上（得分6·五上面积/应用簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 6, '4shang': 5, '3shang': 1}",1413
7383608962790345995.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '1shang': 0, '1xia': 0}",1633
7383945947174145334.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1320
7384319513984126245.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '1shang': 0}",1221
7384764078742408457.md,keep,4下,内容审查→4下（得分5·小数簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",1511
7385035697893166348.md,keep,4下,内容审查→4下（得分4·三上簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'3shang': 4, '4xia': 4, '3xia': 1}",1255
7385356624786902311.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1361
7385742109590048050.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1467
7386306490417581363.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1244
7386506928479898918.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '2xia': 1, '5shang': 1}",1216
7386914376269172004.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1217
7386951367455296806.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7387242244610313513.md,keep,4上,内容审查→4上（得分10·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 10, '3shang': 2, '5shang': 1}",2201
7387297922825719077.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7387651219768069388.md,keep,4上,内容审查→4上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 4, '3xia': 1}",2018
7387995474684398867.md,keep,4上,内容审查→4上（得分8·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '5shang': 1, '1shang': 0}",2061
7388068612508126501.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7388385787030539539.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1656
7388436058481954099.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7388728374434254119.md,keep,4上,内容审查→4上（得分9·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 9, '6shang': 1, '1shang': 0}",1630
7388818911963172147.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7389080068879813926.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 5, '1shang': 0}",1122
7389125034373025051.md,keep,3下,内容审查→3下（得分2）,绿,,medium,content-audit-douyin,"top_scores={'3xia': 2, '6shang': 1, '1shang': 0}",927
7389181675491675401.md,shell,,,N/A,,high,shell-empty,空壳遗留,135
7389481005301714203.md,keep,4上,内容审查→4上（得分8·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '6shang': 1, '1shang': 0}",1749
7389561726594845979.md,shell,,,N/A,,high,shell-empty,空壳遗留,135
7389821206628797706.md,keep,4上,内容审查→4上（得分14·小数簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 14, '4xia': 5, '6shang': 1}",1351
7390188296497876235.md,keep,4上,内容审查→4上（得分7·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '6shang': 1, '1shang': 0}",1269
7390587477599194404.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1143
7390675664661171506.md,keep,4下,内容审查→4下（得分5·小数簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '3shang': 1, '6shang': 1}",1657
7390700170054274355.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7390937736158465292.md,keep,4上,内容审查→4上（得分8·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '5shang': 1, '6shang': 1}",903
7391052672071191846.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7391327533603622182.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1059
7391697699227045158.md,keep,4上,内容审查→4上（得分7·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '1shang': 0, '1xia': 0}",1762
7391807717528177970.md,shell,,,N/A,,high,shell-empty,空壳遗留,135
7392030126445268275.md,keep,4上,内容审查→4上（得分5·方程/倒推簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '3xia': 1}",943
7392072071582321929.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1214
7392217117862415667.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7392445521048194330.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '4shang': 1}",1681
7392616253266939187.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",268
7392622424728145162.md,shell,,,N/A,,high,shell-empty,空壳遗留,139
7392769590142504201.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1575
7393129632591056154.md,keep,4上,内容审查→4上（得分7·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '5shang': 5, '1shang': 0}",1809
7393506966317911306.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1055
7393881358688374042.md,keep,4上,内容审查→4上（得分6·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '5shang': 5, '6shang': 1}",1144
7394251611146685747.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",2405
7394629221080943881.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '4shang': 1}",1267
7394982492756888858.md,keep,4上,内容审查→4上（得分8·六上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '6shang': 6, '4xia': 5}",1477
7395362883405696307.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '4shang': 1, '6shang': 1}",1379
7395744800059837733.md,keep,5上,人教五上·植树/间隔（北师大4上无此课）,红,,high,hard-5shang-jianshu,,1511
7396117699404844325.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '6shang': 1, '1shang': 0}",995
7396488994294484250.md,keep,5上,人教五上·植树/间隔（北师大4上无此课）,红,,high,hard-5shang-jianshu,,1004
7396860469308394779.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",952
7397232853357989147.md,keep,5上,人教五上·植树/间隔（北师大4上无此课）,红,,high,hard-5shang-jianshu,,1332
7397595643461520666.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 1, '1shang': 0}",1263
7397948294531468571.md,keep,5上,内容审查→5上（得分5·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '6shang': 1, '1shang': 0}",1172
7398320340989955337.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",982
7398692785567567131.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1310
7399067105385073958.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '4shang': 1, '1shang': 0}",1465
7399446793722924325.md,keep,4下,内容审查→4下（得分4·三上簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'3shang': 4, '4xia': 4, '3xia': 1}",1117
7399817734667701554.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1706
7400184243088837915.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '6shang': 1}",1452
7400555194557222170.md,keep,4上,内容审查→4上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 4, '3xia': 1}",1626
7401038963298880819.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1069
7401295977744698674.md,keep,4上,内容审查→4上（得分6·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '5shang': 2, '6shang': 1}",2160
7401416236539628826.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",447
7401648800453922057.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '6shang': 1}",1915
7402037910830091547.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '1shang': 0}",1018
7402421151059709193.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",2132
7402793777531866405.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '4shang': 4, '3xia': 1}",1626
7403169724395293978.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '6shang': 1, '1shang': 0}",1343
7403523792296905993.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '5shang': 1, '6shang': 1}",1257
7403925877882359091.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '6shang': 1, '1shang': 0}",1409
7404274156990188851.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1509
7404673453380488475.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '6shang': 1, '1shang': 0}",1786
7405034674793254170.md,keep,4上,内容审查→4上（得分5·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 4, '3xia': 1}",1570
7405249026225917221.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",252
7405539365725785353.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",176
7406175223994780938.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",566
7407696497212460326.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",362
7408559983576550666.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7411061629355314442.md,keep,4上,内容审查→4上（得分5·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '6shang': 1}",693
7412609362931272986.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",772
7416342908833418547.md,keep,4上,内容审查→4上（得分6·三上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '3shang': 4, '3xia': 1}",1582
7416658409421950245.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 1, '1shang': 0}",1609
7416710640812690726.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 1, '1shang': 0}",2070
7417077474158218547.md,keep,4上,内容审查→4上（得分6·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '5shang': 5, '6shang': 1}",1467
7417305950811376922.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '1shang': 0, '1xia': 0}",1000
7417808185500781850.md,keep,4上,内容审查→4上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 5, '1shang': 0}",1736
7417816135082675507.md,keep,4上,内容审查→4上（得分7·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '6shang': 1, '1shang': 0}",1049
7418083409693592882.md,keep,4上,内容审查→4上（得分7·小数簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '4xia': 5, '5shang': 1}",1822
7418579824140127498.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1497
7419228794348784905.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '5shang': 1, '1shang': 0}",747
7419682181938793778.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",764
7420380023871360282.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",2009
7422996227903474982.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '5shang': 1, '6shang': 1}",821
7423386316022222117.md,keep,4上,内容审查→4上（得分8·方程/倒推簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '4xia': 4, '6shang': 1}",1756
7423613863335169307.md,keep,4上,内容审查→4上（得分7·五上计算簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '5shang': 5, '2shang': 1}",1876
7423773691483393331.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1291
7425596717690539273.md,keep,4上,内容审查→4上（得分6·大数/数位簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 6, '6shang': 1, '1shang': 0}",2610
7426758657884327206.md,keep,4上,内容审查→4上（得分7·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '6shang': 1, '1shang': 0}",1403
7427118627570175282.md,keep,4上,内容审查→4上（得分7·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '2shang': 1, '6shang': 1}",1611
7427293995400826138.md,keep,4上,内容审查→4上（得分7·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 7, '2shang': 1, '1shang': 0}",1706
7427451322498125082.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1580
7427758066164190501.md,keep,4上,内容审查→4上（得分11·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 11, '5shang': 1, '1shang': 0}",2130
7428063425676299557.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1245
7428214841862671667.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1034
7428548536028925194.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '2shang': 1, '5shang': 1}",3209
7428580587121691954.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1041
7428924766179904819.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",2436
7429219657682406693.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",2542
7429323409546300698.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '1shang': 0}",1724
7429668709020617993.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",1842
7429908016117386546.md,keep,4上,内容审查→4上（得分8·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '1shang': 0, '1xia': 0}",919
7430289032397065522.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1626
7430770279963462938.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '5shang': 1, '6shang': 1}",1716
7431138090745400613.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",2091
7431171924547390729.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '1shang': 0, '1xia': 0}",979
